PO_ID,reason,comments
PO1521,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-24).
PO1521,Total price discrepancy,Expected invoice amount (61290.25) does not match invoice amount (5330.07).
PO1521,Under-delivery,Total received quantity (147) is less than ordered quantity (175).
PO1522,Missing GRN,No GRN record found for this PO.
PO1523,ASN/GRN mismatch,ASN shipped quantity (197) does not match GRN received quantity (63).
PO1523,Total price discrepancy,Expected invoice amount (19067.51) does not match invoice amount (4908.54).
PO1523,Under-delivery,Total received quantity (63) is less than ordered quantity (77).
PO1524,ASN/GRN mismatch,ASN shipped quantity (344) does not match GRN received quantity (116).
PO1524,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-07).
PO1524,Over-delivery,Total received quantity (116) exceeds ordered quantity (90).
PO1524,Total price discrepancy,Expected invoice amount (29092.50) does not match invoice amount (2606.99).
PO1525,ASN/GRN mismatch,ASN shipped quantity (198) does not match GRN received quantity (123).
PO1525,Total price discrepancy,Expected invoice amount (27314.80) does not match invoice amount (3186.33).
PO1525,Under-delivery,Total received quantity (123) is less than ordered quantity (184).
PO1526,Missing GRN,No GRN record found for this PO.
PO1527,Missing GRN,No GRN record found for this PO.
PO1528,ASN/GRN mismatch,ASN shipped quantity (58) does not match GRN received quantity (79).
PO1528,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-08).
PO1528,Over-delivery,Total received quantity (79) exceeds ordered quantity (71).
PO1528,Total price discrepancy,Expected invoice amount (6169.19) does not match invoice amount (9938.89).
PO1529,ASN/GRN mismatch,ASN shipped quantity (241) does not match GRN received quantity (206).
PO1529,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-06-28).
PO1529,Over-delivery,Total received quantity (206) exceeds ordered quantity (109).
PO1529,Total price discrepancy,Expected invoice amount (18767.62) does not match invoice amount (7822.18).
PO1530,ASN/GRN mismatch,ASN shipped quantity (95) does not match GRN received quantity (192).
PO1530,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-14).
PO1530,Over-delivery,Total received quantity (192) exceeds ordered quantity (91).
PO1530,Total price discrepancy,Expected invoice amount (18685.94) does not match invoice amount (2546.01).
PO1531,ASN/GRN mismatch,ASN shipped quantity (193) does not match GRN received quantity (75).
PO1531,Total price discrepancy,Expected invoice amount (51444.72) does not match invoice amount (1073.31).
PO1531,Under-delivery,Total received quantity (75) is less than ordered quantity (162).
PO1532,ASN/GRN mismatch,ASN shipped quantity (68) does not match GRN received quantity (212).
PO1532,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-23).
PO1532,Over-delivery,Total received quantity (212) exceeds ordered quantity (163).
PO1532,Total price discrepancy,Expected invoice amount (42419.12) does not match invoice amount (8516.13).
PO1533,ASN/GRN mismatch,ASN shipped quantity (187) does not match GRN received quantity (234).
PO1533,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-25).
PO1533,Over-delivery,Total received quantity (234) exceeds ordered quantity (67).
PO1533,Total price discrepancy,Expected invoice amount (9778.65) does not match invoice amount (2003.34).
PO1534,Missing GRN,No GRN record found for this PO.
PO1535,ASN/GRN mismatch,ASN shipped quantity (188) does not match GRN received quantity (165).
PO1535,Total price discrepancy,Expected invoice amount (54560.40) does not match invoice amount (2302.96).
PO1535,Under-delivery,Total received quantity (165) is less than ordered quantity (190).
PO1536,Missing GRN,No GRN record found for this PO.
PO1537,ASN/GRN mismatch,ASN shipped quantity (191) does not match GRN received quantity (89).
PO1537,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-07).
PO1537,Total price discrepancy,Expected invoice amount (7016.58) does not match invoice amount (8473.62).
PO1537,Under-delivery,Total received quantity (89) is less than ordered quantity (102).
PO1538,ASN/GRN mismatch,ASN shipped quantity (108) does not match GRN received quantity (46).
PO1538,Total price discrepancy,Expected invoice amount (13183.53) does not match invoice amount (6064.68).
PO1538,Under-delivery,Total received quantity (46) is less than ordered quantity (101).
PO1539,ASN/GRN mismatch,ASN shipped quantity (194) does not match GRN received quantity (117).
PO1539,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-13).
PO1539,Over-delivery,Total received quantity (117) exceeds ordered quantity (116).
PO1539,Total price discrepancy,Expected invoice amount (9378.60) does not match invoice amount (7984.19).
PO1540,ASN/GRN mismatch,ASN shipped quantity (255) does not match GRN received quantity (272).
PO1540,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-23).
PO1540,Over-delivery,Total received quantity (272) exceeds ordered quantity (71).
PO1540,Total price discrepancy,Expected invoice amount (22291.16) does not match invoice amount (5234.43).
PO1541,Missing GRN,No GRN record found for this PO.
PO1542,ASN/GRN mismatch,ASN shipped quantity (98) does not match GRN received quantity (122).
PO1542,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-28).
PO1542,Total price discrepancy,Expected invoice amount (48696.24) does not match invoice amount (3217.90).
PO1542,Under-delivery,Total received quantity (122) is less than ordered quantity (181).
PO1543,ASN/GRN mismatch,ASN shipped quantity (54) does not match GRN received quantity (213).
PO1543,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-04).
PO1543,Over-delivery,Total received quantity (213) exceeds ordered quantity (76).
PO1543,Total price discrepancy,Expected invoice amount (14897.52) does not match invoice amount (5996.81).
PO1544,Missing GRN,No GRN record found for this PO.
PO1545,Missing GRN,No GRN record found for this PO.
PO1546,ASN/GRN mismatch,ASN shipped quantity (115) does not match GRN received quantity (196).
PO1546,Over-delivery,Total received quantity (196) exceeds ordered quantity (117).
PO1546,Total price discrepancy,Expected invoice amount (45089.46) does not match invoice amount (1745.63).
PO1547,Missing GRN,No GRN record found for this PO.
PO1548,ASN/GRN mismatch,ASN shipped quantity (118) does not match GRN received quantity (149).
PO1548,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-12).
PO1548,Total price discrepancy,Expected invoice amount (61728.57) does not match invoice amount (7523.17).
PO1548,Under-delivery,Total received quantity (149) is less than ordered quantity (159).
PO1549,Missing GRN,No GRN record found for this PO.
PO1550,ASN/GRN mismatch,ASN shipped quantity (168) does not match GRN received quantity (82).
PO1550,Over-delivery,Total received quantity (82) exceeds ordered quantity (54).
PO1550,Total price discrepancy,Expected invoice amount (14774.40) does not match invoice amount (9042.35).
PO1551,Missing GRN,No GRN record found for this PO.
PO1552,ASN/GRN mismatch,ASN shipped quantity (70) does not match GRN received quantity (48).
PO1552,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-06).
PO1552,Total price discrepancy,Expected invoice amount (44487.66) does not match invoice amount (2928.57).
PO1552,Under-delivery,Total received quantity (48) is less than ordered quantity (146).
PO1553,ASN/GRN mismatch,ASN shipped quantity (103) does not match GRN received quantity (128).
PO1553,Over-delivery,Total received quantity (128) exceeds ordered quantity (97).
PO1553,Total price discrepancy,Expected invoice amount (12131.79) does not match invoice amount (3203.34).
PO1554,ASN/GRN mismatch,ASN shipped quantity (131) does not match GRN received quantity (31).
PO1554,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-06-28).
PO1554,Total price discrepancy,Expected invoice amount (29602.98) does not match invoice amount (4342.19).
PO1554,Under-delivery,Total received quantity (31) is less than ordered quantity (99).
PO1555,Missing GRN,No GRN record found for this PO.
PO1556,ASN/GRN mismatch,ASN shipped quantity (90) does not match GRN received quantity (127).
PO1556,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-27).
PO1556,Over-delivery,Total received quantity (127) exceeds ordered quantity (69).
PO1556,Total price discrepancy,Expected invoice amount (20137.65) does not match invoice amount (9299.33).
PO1557,ASN/GRN mismatch,ASN shipped quantity (117) does not match GRN received quantity (379).
PO1557,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-01).
PO1557,Over-delivery,Total received quantity (379) exceeds ordered quantity (84).
PO1557,Total price discrepancy,Expected invoice amount (17734.92) does not match invoice amount (8096.11).
PO1558,Missing GRN,No GRN record found for this PO.
PO1559,ASN/GRN mismatch,ASN shipped quantity (222) does not match GRN received quantity (270).
PO1559,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-08-08).
PO1559,Over-delivery,Total received quantity (270) exceeds ordered quantity (164).
PO1559,Total price discrepancy,Expected invoice amount (8295.12) does not match invoice amount (1888.72).
PO1560,Missing GRN,No GRN record found for this PO.
PO1561,ASN/GRN mismatch,ASN shipped quantity (650) does not match GRN received quantity (573).
PO1561,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-02).
PO1561,Over-delivery,Total received quantity (573) exceeds ordered quantity (143).
PO1561,Total price discrepancy,Expected invoice amount (15230.93) does not match invoice amount (9364.90).
PO1562,Missing GRN,No GRN record found for this PO.
PO1563,ASN/GRN mismatch,ASN shipped quantity (144) does not match GRN received quantity (128).
PO1563,Total price discrepancy,Expected invoice amount (27870.38) does not match invoice amount (4078.52).
PO1563,Under-delivery,Total received quantity (128) is less than ordered quantity (181).
PO1564,ASN/GRN mismatch,ASN shipped quantity (47) does not match GRN received quantity (55).
PO1564,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-06-27).
PO1564,Total price discrepancy,Expected invoice amount (16869.00) does not match invoice amount (9058.91).
PO1564,Under-delivery,Total received quantity (55) is less than ordered quantity (60).
PO1565,ASN/GRN mismatch,ASN shipped quantity (182) does not match GRN received quantity (95).
PO1565,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-15).
PO1565,Total price discrepancy,Expected invoice amount (59650.44) does not match invoice amount (7856.33).
PO1565,Under-delivery,Total received quantity (95) is less than ordered quantity (166).
PO1566,ASN/GRN mismatch,ASN shipped quantity (312) does not match GRN received quantity (326).
PO1566,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-30).
PO1566,Over-delivery,Total received quantity (326) exceeds ordered quantity (162).
PO1566,Total price discrepancy,Expected invoice amount (58742.82) does not match invoice amount (8620.25).
PO1567,ASN/GRN mismatch,ASN shipped quantity (274) does not match GRN received quantity (390).
PO1567,Late delivery,Earliest received date (2025-08-15) is after the PO delivery date (2025-06-11).
PO1567,Over-delivery,Total received quantity (390) exceeds ordered quantity (197).
PO1567,Total price discrepancy,Expected invoice amount (69966.52) does not match invoice amount (8276.10).
PO1568,ASN/GRN mismatch,ASN shipped quantity (247) does not match GRN received quantity (138).
