PO_ID,ASN/GRN mismatch,comments_ASN/GRN mismatch,Late delivery,comments_Late delivery,Missing GRN,comments_Missing GRN,No issues,comments_No issues,Over-delivery,comments_Over-delivery,Total price discrepancy,comments_Total price discrepancy,Under-delivery,comments_Under-delivery
PO1542,y,ASN shipped quantity (98) does not match GRN received quantity (122).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-28).,n,,n,,n,,y,Expected invoice amount (48696.24) does not match invoice amount (3217.90).,y,Total received quantity (122) is less than ordered quantity (181).
PO1543,y,ASN shipped quantity (54) does not match GRN received quantity (213).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-04).,n,,n,,y,Total received quantity (213) exceeds ordered quantity (76).,y,Expected invoice amount (14897.52) does not match invoice amount (5996.81).,n,
PO1544,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1545,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1546,y,ASN shipped quantity (115) does not match GRN received quantity (196).,n,,n,,n,,y,Total received quantity (196) exceeds ordered quantity (117).,y,Expected invoice amount (45089.46) does not match invoice amount (1745.63).,n,
PO1547,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1548,y,ASN shipped quantity (118) does not match GRN received quantity (149).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-12).,n,,n,,n,,y,Expected invoice amount (61728.57) does not match invoice amount (7523.17).,y,Total received quantity (149) is less than ordered quantity (159).
PO1549,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1550,y,ASN shipped quantity (168) does not match GRN received quantity (82).,n,,n,,n,,y,Total received quantity (82) exceeds ordered quantity (54).,y,Expected invoice amount (14774.40) does not match invoice amount (9042.35).,n,
PO1551,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1552,y,ASN shipped quantity (70) does not match GRN received quantity (48).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-06).,n,,n,,n,,y,Expected invoice amount (44487.66) does not match invoice amount (2928.57).,y,Total received quantity (48) is less than ordered quantity (146).
PO1553,y,ASN shipped quantity (103) does not match GRN received quantity (128).,n,,n,,n,,y,Total received quantity (128) exceeds ordered quantity (97).,y,Expected invoice amount (12131.79) does not match invoice amount (3203.34).,n,
PO1554,y,ASN shipped quantity (131) does not match GRN received quantity (31).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-06-28).,n,,n,,n,,y,Expected invoice amount (29602.98) does not match invoice amount (4342.19).,y,Total received quantity (31) is less than ordered quantity (99).
PO1555,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1556,y,ASN shipped quantity (90) does not match GRN received quantity (127).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-27).,n,,n,,y,Total received quantity (127) exceeds ordered quantity (69).,y,Expected invoice amount (20137.65) does not match invoice amount (9299.33).,n,
PO1557,y,ASN shipped quantity (117) does not match GRN received quantity (379).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-01).,n,,n,,y,Total received quantity (379) exceeds ordered quantity (84).,y,Expected invoice amount (17734.92) does not match invoice amount (8096.11).,n,
PO1558,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1559,y,ASN shipped quantity (222) does not match GRN received quantity (270).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-08-08).,n,,n,,y,Total received quantity (270) exceeds ordered quantity (164).,y,Expected invoice amount (8295.12) does not match invoice amount (1888.72).,n,
PO1560,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1561,y,ASN shipped quantity (650) does not match GRN received quantity (573).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-02).,n,,n,,y,Total received quantity (573) exceeds ordered quantity (143).,y,Expected invoice amount (15230.93) does not match invoice amount (9364.90).,n,
PO1562,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1563,y,ASN shipped quantity (144) does not match GRN received quantity (128).,n,,n,,n,,n,,y,Expected invoice amount (27870.38) does not match invoice amount (4078.52).,y,Total received quantity (128) is less than ordered quantity (181).
PO1564,y,ASN shipped quantity (47) does not match GRN received quantity (55).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-06-27).,n,,n,,n,,y,Expected invoice amount (16869.00) does not match invoice amount (9058.91).,y,Total received quantity (55) is less than ordered quantity (60).
PO1565,y,ASN shipped quantity (182) does not match GRN received quantity (95).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-15).,n,,n,,n,,y,Expected invoice amount (59650.44) does not match invoice amount (7856.33).,y,Total received quantity (95) is less than ordered quantity (166).
PO1566,y,ASN shipped quantity (312) does not match GRN received quantity (326).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-30).,n,,n,,y,Total received quantity (326) exceeds ordered quantity (162).,y,Expected invoice amount (58742.82) does not match invoice amount (8620.25).,n,
PO1567,y,ASN shipped quantity (274) does not match GRN received quantity (390).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-06-11).,n,,n,,y,Total received quantity (390) exceeds ordered quantity (197).,y,Expected invoice amount (69966.52) does not match invoice amount (8276.10).,n,
PO1568,y,ASN shipped quantity (247) does not match GRN received quantity (138).,n,,n,,n,,y,Total received quantity (138) exceeds ordered quantity (73).,y,Expected invoice amount (4759.60) does not match invoice amount (7641.62).,n,
PO1569,y,ASN shipped quantity (306) does not match GRN received quantity (204).,n,,n,,n,,y,Total received quantity (204) exceeds ordered quantity (122).,y,Expected invoice amount (28042.92) does not match invoice amount (2455.71).,n,
PO1570,y,ASN shipped quantity (200) does not match GRN received quantity (92).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (92) exceeds ordered quantity (59).,y,Expected invoice amount (27269.21) does not match invoice amount (4931.98).,n,
PO1571,y,ASN shipped quantity (332) does not match GRN received quantity (431).,n,,n,,n,,y,Total received quantity (431) exceeds ordered quantity (110).,y,Expected invoice amount (26364.80) does not match invoice amount (8843.99).,n,
PO1572,y,ASN shipped quantity (181) does not match GRN received quantity (213).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-08-03).,n,,n,,y,Total received quantity (213) exceeds ordered quantity (116).,y,Expected invoice amount (44879.24) does not match invoice amount (8460.34).,n,
PO1573,y,ASN shipped quantity (330) does not match GRN received quantity (132).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-16).,n,,n,,n,,y,Expected invoice amount (79029.60) does not match invoice amount (4691.77).,y,Total received quantity (132) is less than ordered quantity (195).
PO1574,y,ASN shipped quantity (242) does not match GRN received quantity (230).,n,,n,,n,,y,Total received quantity (230) exceeds ordered quantity (100).,y,Expected invoice amount (19896.00) does not match invoice amount (8875.25).,n,
PO1575,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1576,y,ASN shipped quantity (226) does not match GRN received quantity (389).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-23).,n,,n,,y,Total received quantity (389) exceeds ordered quantity (145).,y,Expected invoice amount (28743.35) does not match invoice amount (3024.16).,n,
PO1577,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1578,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1579,y,ASN shipped quantity (178) does not match GRN received quantity (31).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).,n,,n,,n,,y,Expected invoice amount (50218.24) does not match invoice amount (8621.15).,y,Total received quantity (31) is less than ordered quantity (128).
PO1580,y,ASN shipped quantity (183) does not match GRN received quantity (126).,y,Earliest received date (2025-08-16) is after the PO delivery date (2025-07-19).,n,,n,,n,,y,Expected invoice amount (86675.32) does not match invoice amount (8327.37).,y,Total received quantity (126) is less than ordered quantity (194).
PO1581,y,ASN shipped quantity (43) does not match GRN received quantity (178).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (178) exceeds ordered quantity (77).,y,Expected invoice amount (14174.93) does not match invoice amount (5940.71).,n,
PO1582,y,ASN shipped quantity (183) does not match GRN received quantity (205).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-06-29).,n,,n,,y,Total received quantity (205) exceeds ordered quantity (55).,y,Expected invoice amount (10348.80) does not match invoice amount (7015.12).,n,
PO1583,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1584,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1585,y,ASN shipped quantity (391) does not match GRN received quantity (451).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-11).,n,,n,,y,Total received quantity (451) exceeds ordered quantity (82).,y,Expected invoice amount (27335.52) does not match invoice amount (9096.35).,n,
PO1586,y,ASN shipped quantity (313) does not match GRN received quantity (217).,n,,n,,n,,y,Total received quantity (217) exceeds ordered quantity (92).,y,Expected invoice amount (20684.36) does not match invoice amount (7793.16).,n,
PO1587,y,ASN shipped quantity (130) does not match GRN received quantity (149).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-06-13).,n,,n,,y,Total received quantity (149) exceeds ordered quantity (50).,y,Expected invoice amount (2781.50) does not match invoice amount (7224.55).,n,
PO1588,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1589,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1590,y,ASN shipped quantity (198) does not match GRN received quantity (218).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-08-05).,n,,n,,y,Total received quantity (218) exceeds ordered quantity (86).,y,Expected invoice amount (9932.14) does not match invoice amount (5455.35).,n,
PO1591,y,ASN shipped quantity (164) does not match GRN received quantity (134).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-06-19).,n,,n,,n,,y,Expected invoice amount (31285.08) does not match invoice amount (8726.80).,y,Total received quantity (134) is less than ordered quantity (188).
PO1592,y,ASN shipped quantity (68) does not match GRN received quantity (69).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-11).,n,,n,,n,,y,Expected invoice amount (24579.84) does not match invoice amount (1708.88).,y,Total received quantity (69) is less than ordered quantity (173).
PO1593,y,ASN shipped quantity (332) does not match GRN received quantity (327).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (327) exceeds ordered quantity (130).,y,Expected invoice amount (56443.40) does not match invoice amount (7739.79).,n,
PO1594,y,ASN shipped quantity (167) does not match GRN received quantity (186).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (186) exceeds ordered quantity (92).,y,Expected invoice amount (7489.72) does not match invoice amount (9314.64).,n,
PO1595,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1596,y,ASN shipped quantity (454) does not match GRN received quantity (330).,n,,n,,n,,y,Total received quantity (330) exceeds ordered quantity (92).,y,Expected invoice amount (21848.16) does not match invoice amount (7047.01).,n,
PO1597,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1598,y,ASN shipped quantity (252) does not match GRN received quantity (198).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-27).,n,,n,,y,Total received quantity (198) exceeds ordered quantity (144).,y,Expected invoice amount (59597.28) does not match invoice amount (1078.67).,n,
PO1599,y,ASN shipped quantity (156) does not match GRN received quantity (89).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (89) exceeds ordered quantity (79).,y,Expected invoice amount (20037.56) does not match invoice amount (4858.37).,n,
PO1600,y,ASN shipped quantity (58) does not match GRN received quantity (97).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-05-23).,n,,n,,n,,y,Expected invoice amount (87429.51) does not match invoice amount (1024.73).,y,Total received quantity (97) is less than ordered quantity (189).
PO1601,y,ASN shipped quantity (174) does not match GRN received quantity (70).,n,,n,,n,,n,,y,Expected invoice amount (21400.47) does not match invoice amount (5520.41).,y,Total received quantity (70) is less than ordered quantity (189).
PO1602,y,ASN shipped quantity (49) does not match GRN received quantity (166).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-08).,n,,n,,y,Total received quantity (166) exceeds ordered quantity (97).,y,Expected invoice amount (42965.18) does not match invoice amount (5389.48).,n,
